product_type;product_variant_name;product_variant_id;utsch_sku;supplier_id;cost_item_1;cost_item_2;cost_item_3;cost_item_4;license_plate_number_length;shipping_cost
"LICENSE_PLATE";"Saison-Kennzeichen 470x110mm - einzeilig - Carbonoptik";115;"USC4470";1;3.00;2.70;2.70;2.70;5;3.45
"LICENSE_PLATE";"Saison-Kennzeichen 480x110mm - einzeilig";132;"US44480";1;2.50;2.20;2.20;2.20;5;3.45
"LICENSE_PLATE";"Saison-Kennzeichen 480x110mm - einzeilig - Carbonoptik";114;"USC4480";1;3.00;2.70;2.70;2.70;5;3.45
"LICENSE_PLATE";"Saison-Kennzeichen 520x110mm - einzeilig";131;"US44520";1;2.30;1.99;1.99;1.99;7;3.45
"LICENSE_PLATE";"Saison-Kennzeichen 520x110mm - einzeilig - Carbonoptik";113;"USC4520";1;2.80;2.49;2.49;2.49;7;3.45
"OTHER";"Kennzeichen-Schrauben Standard";379;"0534100";1;0.85;0.85;0.85;0.85;;3.45
"OTHER";"Kennzeichenhalter 255x130mm";380;"0181135";1;2.86;2.86;2.86;2.86;;3.45
"OTHER";"Kennzeichenhalter 520x110mm";373;"0195673";1;1.13;1.13;1.13;1.13;;3.45
"OTHER";"Kennzeichenhalter Erut 4/460 Schwarz 460x110mm";383;"0189460";1;1.15;1.15;1.15;1.15;;3.45
"OTHER";"Kennzeichenhalter ERUT twinline Classic Schwarz 180x200mm";381;"0181115";1;2.86;2.86;2.86;2.86;;3.45
"OTHER";"Kennzeichenhalter ERUT twinline Classic Schwarz 220x200mm";387;"0181125";1;2.86;2.86;2.86;2.86;;3.45
"OTHER";"Kennzeichenhalter ERUT twinline Classic Schwarz 240x130mm";382;"0181145";1;2.86;2.86;2.86;2.86;;3.45
"OTHER";"Kennzeichenhalter ERUT twinline Classic Schwarz 250x200mm";386;"0181155";1;2.86;2.86;2.86;2.86;;3.45
"OTHER";"Kennzeichenhalter ERUT twinline Classic Schwarz 280x200mm";385;"0181185";1;2.86;2.86;2.86;2.86;;3.45
"OTHER";"Kennzeichenhalter schwarz 340x200mm";384;"7010692";1;2.96;2.96;2.96;2.96;;3.45
"OTHER";"Kennzeichenhalter Simple Fix";388;"0188100";1;1.99;1.99;1.99;1.99;;3.45
"OTHER";"Klebeschild 100 km/h";33;"0300100";1;1.50;1.50;1.50;1.50;;3.45
"OTHER";"Klebeschild 25km/h";23;"0300025";1;1.50;1.50;1.50;1.50;;3.45
"OTHER";"Klebeschild 40km/h";25;"0300040";1;1.50;1.50;1.50;1.50;;3.45
"OTHER";"Klebeschild 50km/h";28;"0300050";1;1.50;1.50;1.50;1.50;;3.45
"OTHER";"Klebeschild 60 km/h ";29;"0300060";1;1.50;1.50;1.50;1.50;;3.45
"OTHER";"Klebeschild 80 km/h ";32;"0300080";1;1.50;1.50;1.50;1.50;;3.45
"OTHER";"Kombitasche 3-in-1";6;"0361575";1;10.50;10.50;10.50;10.50;;3.45
"OTHER";"Warnweste gelb";5;"0361566";1;2.20;2.20;2.20;2.20;;3.45
